Словоформа,Частота_ipm,Капитализация
погибших,14.2,lower
погладил,7.5,lower
поглядел,14.6,lower
поглядеть,5.6,lower
поглядывал,7.1,lower
поглядывая,9.5,lower
поговорили,6.8,lower
поговорим,11.9,lower
поговорить,41.4,lower
погода,15.8,lower
Погода,5.5,upper
погоде,5.7,lower
Погоди,8.6,upper
погоди,5.9,lower
погоду,12.5,lower
погоды,9.8,lower
погонах,6.0,lower
погоны,5.6,lower
погулять,6.8,lower
под,1039.5,lower
Под,87.4,upper
подавал,5.3,lower
подавать,8.6,lower
подавляющее,5.6,lower
подает,7.1,lower
подается,5.2,lower
подал,21.8,lower
подала,7.9,lower
подали,6.5,lower
подальше,25.9,lower
подарил,17.6,lower
подарила,7.9,lower
подарили,7.0,lower
подарить,8.8,lower
подарки,16.1,lower
подарков,6.1,lower
подарок,35.2,lower
подать,17.1,lower
подачи,15.4,lower
подают,5.2,lower
подбежал,6.1,lower
подбородок,12.2,lower
подвал,10.0,lower
подвале,9.7,lower
подвел,8.4,lower
подвести,6.1,lower
подвиг,14.5,lower
подвиги,5.9,lower
подводной,5.9,lower
подводных,7.3,lower
подготовил,5.3,lower
подготовить,12.4,lower
подготовка,19.1,lower
подготовке,27.4,lower
подготовки,49.4,lower
подготовкой,7.3,lower
подготовку,19.6,lower
подготовлен,6.1,lower
поддается,5.4,lower
поддержал,14.1,lower
поддержали,7.8,lower
поддержание,6.3,lower
поддержания,8.7,lower
поддержать,15.7,lower
поддерживает,12.8,lower
поддерживал,7.4,lower
поддерживали,5.3,lower
поддерживать,19.3,lower
поддерживают,6.9,lower
поддержка,14.1,lower
поддержке,19.9,lower
поддержки,35.6,lower
поддержкой,7.9,lower
поддержку,31.3,lower
поделаешь,13.5,lower
поделать,10.4,lower
поделился,6.6,lower
поделиться,12.3,lower
по-детски,6.0,lower
подземных,9.3,lower
поди,11.1,lower
подле,5.4,lower
подлежат,9.6,lower
подлежащих,5.5,lower
подлежит,13.5,lower
подлинно,6.1,lower
подлинной,6.1,lower
подмигнул,9.9,lower
Подмосковье,8.5,upper
поднес,6.1,lower
поднимает,10.4,lower
поднимается,15.1,lower
поднимал,7.1,lower
поднималась,6.4,lower
поднимались,7.8,lower
поднимался,10.6,lower
поднимать,10.0,lower
подниматься,10.3,lower
поднимая,10.4,lower
поднимаясь,6.8,lower
подножия,5.3,lower
подняв,10.5,lower
поднял,63.3,lower
подняла,19.3,lower
поднялась,21.4,lower
подняли,12.7,lower
поднялись,15.4,lower
поднялся,53.6,lower
поднять,26.7,lower
подняться,19.3,lower
подобие,8.9,lower
подобная,9.3,lower
подобно,25.6,lower
Подобно,5.0,upper
подобного,35.9,lower
подобное,30.4,lower
подобной,14.5,lower
подобную,6.3,lower
подобные,36.9,lower
Подобные,8.6,upper
подобный,11.2,lower
подобным,10.9,lower
подобными,6.5,lower
подобных,45.7,lower
подобрал,6.1,lower
подобрать,9.7,lower
подождать,11.7,lower
Подожди,10.7,upper
подожди,6.6,lower
Подождите,6.1,upper
подозревал,8.6,lower
подозревая,5.6,lower
подозрение,7.0,lower
подозрения,8.1,lower
подозрительно,10.4,lower
подойдет,9.6,lower
подойти,17.4,lower
подоконник,7.0,lower
подоконнике,7.6,lower
подолгу,11.2,lower
подошел,69.8,lower
Подошел,6.3,upper
подошёл,7.4,lower
подошла,29.6,lower
подошли,17.1,lower
подписал,15.4,lower
подписали,7.5,lower
подписан,7.4,lower
подписания,6.9,lower
подписать,8.6,lower
подписи,10.5,lower
подпись,14.3,lower
подписью,5.4,lower
подполковник,12.9,lower
подразделение,7.1,lower
подразделений,17.5,lower
подразделения,18.4,lower
подразделениями,5.0,lower
подразумевает,6.1,lower
подробнее,9.9,lower
подробно,34.2,lower
подробностей,8.1,lower
подробности,20.9,lower
подробностями,5.1,lower
подробностях,5.8,lower
подростка,6.0,lower
подростков,10.9,lower
подросток,5.4,lower
подруг,7.5,lower
подруга,21.5,lower
подруге,7.7,lower
подруги,17.2,lower
подругой,7.3,lower
по-другому,25.6,lower
подругу,7.7,lower
подряд,30.7,lower
подсказал,5.8,lower
подсказывает,5.1,lower
подскочил,5.3,lower
подтвердил,25.5,lower
подтвердила,8.3,lower
подтвердили,8.5,lower
подтвердить,8.4,lower
подтверждает,12.0,lower
подтверждается,6.4,lower
подтверждают,6.9,lower
подтверждение,13.0,lower
подтверждения,6.5,lower
подумав,11.3,lower
Подумаешь,7.0,upper
подумай,7.2,lower
подумайте,8.5,lower
подумал,143.4,lower
подумала,42.6,lower
подумали,8.8,lower
подумалось,5.3,lower
подумать,46.7,lower
подушки,9.7,lower
подушку,12.6,lower
подхватил,13.2,lower
подход,39.9,lower
подхода,22.3,lower
подходе,10.2,lower
подходил,12.7,lower
подходила,5.3,lower
подходили,9.0,lower
подходит,37.1,lower
подходить,8.7,lower
подходов,8.8,lower
подходы,9.4,lower
подходят,10.0,lower
подходящий,5.8,lower
подчас,13.7,lower
подчеркивает,8.0,lower
подчеркнул,14.0,lower
подчеркнуто,7.6,lower
подчеркнуть,14.3,lower
подчиненных,9.1,lower
подчиняется,5.0,lower
подчиняться,5.8,lower
подъезд,11.2,lower
подъезда,20.8,lower
подъезде,11.1,lower
подъем,13.0,lower
подъема,9.1,lower
подъехал,5.4,lower
поедем,12.1,lower
поедет,8.5,lower
поедешь,5.1,lower
поеду,13.3,lower
поезд,32.4,lower
Поезд,7.7,upper
поезда,22.6,lower
поезде,11.9,lower
поездка,9.9,lower
поездке,7.8,lower
поездки,24.9,lower
поездку,10.2,lower
поездов,5.7,lower
поездок,7.1,lower
поездом,5.9,lower
поесть,8.8,lower
поет,17.6,lower
поехал,32.6,lower
поехала,14.1,lower
поехали,26.1,lower
Поехали,9.0,upper
поехать,20.5,lower
пожал,32.0,lower
пожала,9.8,lower
пожалел,9.5,lower
пожаловался,5.5,lower
пожалуй,70.6,lower
Пожалуй,24.0,upper
пожалуйста,76.1,lower
Пожалуйста,21.5,upper
пожар,11.4,lower
пожара,10.8,lower
пожарной,7.7,lower
пожаров,7.7,lower
пожелал,6.9,lower
пожелания,6.6,lower
пожилая,6.7,lower
пожилой,14.7,lower
пожилых,6.5,lower
пожить,6.8,lower
позавчера,6.1,lower
позади,28.9,lower
позвал,16.2,lower
позвала,7.7,lower
позвали,6.1,lower
позвать,6.4,lower
позволил,18.7,lower
позволила,11.3,lower
позволили,13.4,lower
позволило,19.1,lower
позволит,32.7,lower
позволить,21.7,lower
Позвольте,8.0,upper
позвольте,6.7,lower
позволяет,95.1,lower
позволял,8.9,lower
позволяла,7.5,lower
позволяли,6.4,lower
позволяло,5.5,lower
позволят,6.9,lower
позволяют,29.3,lower
позволяющие,6.0,lower
позвонил,43.7,lower
позвонила,17.3,lower
позвонили,11.5,lower
позвонить,21.6,lower
позвоню,9.4,lower
позднего,6.2,lower
позднее,35.4,lower
Позднее,9.4,upper
поздней,6.8,lower
поздний,5.5,lower
поздно,70.1,lower
Поздно,6.4,upper
поздоровался,7.0,lower
поздравить,6.9,lower
поздравления,5.3,lower
Поздравляю,7.7,upper
поздравляю,5.6,lower
позе,9.8,lower
позже,71.2,lower
Позже,16.3,upper
позиции,63.4,lower
позиций,25.3,lower
позицию,33.8,lower
позиция,26.0,lower
позициях,6.1,lower
познакомил,5.0,lower
познакомилась,6.5,lower
познакомились,13.8,lower
познакомился,17.8,lower
познакомиться,17.2,lower
познания,16.5,lower
позор,7.0,lower
позу,5.7,lower
позы,5.1,lower
поиграть,6.7,lower
поинтересовалась,8.0,lower
поинтересовался,24.6,lower
поиск,17.9,lower
поиска,16.6,lower
поискать,5.4,lower
поисках,24.2,lower
поиске,5.3,lower
поиски,16.4,lower
поисков,7.7,lower
поистине,13.9,lower
пойдем,21.2,lower
Пойдем,15.6,upper
Пойдемте,5.0,upper
пойдет,45.8,lower
пойдешь,9.4,lower
пойду,33.9,lower
Пойду,6.4,upper
пойдут,15.1,lower
поймал,13.8,lower
поймали,6.0,lower
поймать,12.0,lower
поймет,13.1,lower
поймете,5.0,lower
поймешь,9.2,lower
пойму,9.4,lower
поймут,8.1,lower
пойти,48.0,lower
пока,464.8,lower
Пока,118.2,upper
покажет,9.4,lower
покажется,10.3,lower
покажу,11.4,lower
показ,5.6,lower
показал,65.7,lower
показала,22.5,lower
показалась,16.1,lower
показали,36.6,lower
показались,9.6,lower
показало,8.7,lower
показалось,64.8,lower
показался,17.3,lower
показана,5.0,lower
показаний,7.5,lower
показания,15.8,lower
показано,13.7,lower
Показано,5.4,upper
показателей,33.4,lower
показатели,27.8,lower
показатель,18.1,lower
показателя,9.1,lower
показателям,6.8,lower
показателями,5.4,lower
показать,51.2,lower
показаться,16.0,lower
показывает,47.0,lower
показывал,16.6,lower
показывала,5.9,lower
показывали,15.9,lower
показывать,17.2,lower
показывают,24.0,lower
показывая,13.8,lower
покачал,22.5,lower
покачала,8.7,lower
покинул,12.1,lower
покинули,7.8,lower
покинуть,13.4,lower
поклон,5.6,lower
поклонился,8.6,lower
поклонники,5.0,lower
поклонников,7.8,lower
покое,14.1,lower
покой,18.8,lower
покойного,10.0,lower
покойный,6.2,lower
поколение,23.0,lower
поколений,15.3,lower
поколения,41.0,lower
покончить,7.3,lower
покорно,11.6,lower
покосился,7.0,lower
покоя,19.8,lower
покраснел,6.9,lower
покрепче,5.1,lower
покрытие,6.2,lower
покрытия,9.0,lower
покуда,8.3,lower
покупает,7.2,lower
покупал,7.0,lower
покупали,7.0,lower
покупателей,12.3,lower
покупатель,8.2,lower
